model,compressor,refrigerant,ambient,btuh_35,btuh,cond_temp,voltage,required_addon1,required_addon2,required_addon3,required_addon4,notes
FFAP-A42Z-CFV-075,ZS33KAE,R134,110,,30800,128,230,,,,,Unit comes with EUC controller (low pressure control)
BCH0005MBACZ,ZB06KAE,R448,90,,9680,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0005MBACZ,ZB06KAE,R448,100,,9020,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0005MBACZ,ZB06KAE,R448,110,,8320,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0005MBACZ,ZB06KAE,R404,90,,10480,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0005MBACZ,ZB06KAE,R404,100,,9640,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0005MBACZ,ZB06KAE,R404,110,,8770,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0005MBACZ,ZB06KAE,R407C,90,,9050,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0005MBACZ,ZB06KAE,R407C,100,,8490,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0005MBACZ,ZB06KAE,R407C,110,,7900,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0008MBACZ,ZB07KAE,R448,90,,11150,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0008MBACZ,ZB07KAE,R448,100,,10440,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0008MBACZ,ZB07KAE,R448,110,,9710,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0008MBACZ,ZB07KAE,R404,90,,12370,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0008MBACZ,ZB07KAE,R404,100,,11350,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0008MBACZ,ZB07KAE,R404,110,,10310,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0008MBACZ,ZB07KAE,R407C,90,,10540,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0008MBACZ,ZB07KAE,R407C,100,,9880,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0008MBACZ,ZB07KAE,R407C,110,,9210,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0009MBACZ,ZB08KAE,R448,90,,12580,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0009MBACZ,ZB08KAE,R448,100,,11790,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0009MBACZ,ZB08KAE,R448,110,,9710,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0009MBACZ,ZB08KAE,R404,90,,13590,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0009MBACZ,ZB08KAE,R404,100,,12430,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0009MBACZ,ZB08KAE,R404,110,,11310,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0009MBACZ,ZB08KAE,R407C,90,,12060,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0009MBACZ,ZB08KAE,R407C,100,,11280,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0009MBACZ,ZB08KAE,R407C,110,,10490,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0010MBACZ,ZS09KAE,R448,90,,12440,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0010MBACZ,ZS09KAE,R448,100,,11310,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0010MBACZ,ZS09KAE,R448,110,,10970,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0010MBACZ,ZS09KAE,R404,90,,16680,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0010MBACZ,ZS09KAE,R404,100,,15350,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0010MBACZ,ZS09KAE,R404,110,,13980,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0010MBACZ,ZS09KAE,R407C,90,,13360,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0010MBACZ,ZS09KAE,R407C,100,,12630,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0010MBACZ,ZS09KAE,R407C,110,,11890,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0012MBACZ,ZS11KAE,R448,90,,18080,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0012MBACZ,ZS11KAE,R448,100,,16940,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0012MBACZ,ZS11KAE,R448,110,,15740,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0012MBACZ,ZS11KAE,R404,90,,19540,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0012MBACZ,ZS11KAE,R404,100,,18050,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0012MBACZ,ZS11KAE,R404,110,,16490,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0015MBACZ,ZS13KAE,R448,90,,19570,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0015MBACZ,ZS13KAE,R448,100,,18250,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0015MBACZ,ZS13KAE,R448,110,,16790,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0015MBACZ,ZS13KAE,R404,90,,24210,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0015MBACZ,ZS13KAE,R404,100,,22360,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0015MBACZ,ZS13KAE,R404,110,,20480,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0015MBACZ,ZS13KAE,R407C,90,,19040,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0015MBACZ,ZS13KAE,R407C,100,,18020,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0015MBACZ,ZS13KAE,R407C,110,,17000,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0020MBACZ,ZS15KAE,R448,90,,22970,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0020MBACZ,ZS15KAE,R448,100,,21320,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0020MBACZ,ZS15KAE,R448,110,,19500,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0020MBACZ,ZS15KAE,R404,90,,28390,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0020MBACZ,ZS15KAE,R404,100,,26250,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0020MBACZ,ZS15KAE,R404,110,,23910,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0020MBACZ,ZS15KAE,R407C,90,,22470,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0020MBACZ,ZS15KAE,R407C,100,,21240,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0020MBACZ,ZS15KAE,R407C,110,,20020,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0025MBACZ,ZS19KAE,R448,90,,25270,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0025MBACZ,ZS19KAE,R448,100,,23390,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0025MBACZ,ZS19KAE,R448,110,,21320,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0025MBACZ,ZS19KAE,R404,90,,31330,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0025MBACZ,ZS19KAE,R404,100,,28850,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0025MBACZ,ZS19KAE,R404,110,,26310,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0025MBACZ,ZS19KAE,R407C,90,,24930,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0025MBACZ,ZS19KAE,R407C,100,,23560,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0025MBACZ,ZS19KAE,R407C,110,,22180,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0027MBACZ,ZS20KAE,R448,90,,34270,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0027MBACZ,ZS20KAE,R448,100,,32160,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0027MBACZ,ZS20KAE,R448,110,,29950,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0027MBACZ,ZS20KAE,R404,90,,37110,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0027MBACZ,ZS20KAE,R404,100,,34290,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0027MBACZ,ZS20KAE,R404,110,,31340,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0030MBACZ,ZS21KAE,R448,90,,37270,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0030MBACZ,ZS21KAE,R448,100,,34940,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0030MBACZ,ZS21KAE,R448,110,,32600,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0030MBACZ,ZS21KAE,R404,90,,43740,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0030MBACZ,ZS21KAE,R404,100,,40300,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0030MBACZ,ZS21KAE,R404,110,,36830,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0030MBACZ,ZS21KAE,R407C,90,,35120,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0030MBACZ,ZS21KAE,R407C,100,,33210,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0030MBACZ,ZS21KAE,R407C,110,,31340,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0035MBACZ,ZS26KAE,R448,90,,41340,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0035MBACZ,ZS26KAE,R448,100,,38660,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0035MBACZ,ZS26KAE,R448,110,,35970,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0035MBACZ,ZS26KAE,R404,90,,48200,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0035MBACZ,ZS26KAE,R404,100,,44400,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0035MBACZ,ZS26KAE,R404,110,,40560,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0035MBACZ,ZS26KAE,R407C,90,,38430,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0035MBACZ,ZS26KAE,R407C,100,,36370,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0035MBACZ,ZS26KAE,R407C,110,,34340,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0045MBACZ,ZS29KAE,R448,90,,45790,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0045MBACZ,ZS29KAE,R448,100,,42840,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0045MBACZ,ZS29KAE,R448,110,,39920,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0045MBACZ,ZS29KAE,R404,90,,54280,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0045MBACZ,ZS29KAE,R404,100,,49890,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0045MBACZ,ZS29KAE,R404,110,,45400,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0045MBACZ,ZS29KAE,R407C,90,,42540,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0045MBACZ,ZS29KAE,R407C,100,,40240,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0045MBACZ,ZS29KAE,R407C,110,,37910,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0050MBACZ,ZS33KAE,R448,90,,50040,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0050MBACZ,ZS33KAE,R448,100,,4670,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0050MBACZ,ZS33KAE,R448,110,,43230,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0050MBACZ,ZS33KAE,R404,90,,58310,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0050MBACZ,ZS33KAE,R404,100,,53500,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0050MBACZ,ZS33KAE,R404,110,,48680,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0050MBACZ,ZS33KAE,R407C,90,,46520,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0050MBACZ,ZS33KAE,R407C,100,,44000,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0050MBACZ,ZS33KAE,R407C,110,,41460,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0055MBACZ,ZS38K4E,R448,90,,55890,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0055MBACZ,ZS38K4E,R448,100,,51980,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0055MBACZ,ZS38K4E,R448,110,,NO,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0055MBACZ,ZS38K4E,R404,90,,59360,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0055MBACZ,ZS38K4E,R404,100,,54550,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0055MBACZ,ZS38K4E,R404,110,,49590,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0055MBACZ,ZS38K4E,R407C,90,,57160,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0055MBACZ,ZS38K4E,R407C,100,,53900,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0055MBACZ,ZS38K4E,R407C,110,,NO,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0060MCACZ,ZS45K4E,R448,90,,64210,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0060MCACZ,ZS45K4E,R448,100,,NO,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0060MCACZ,ZS45K4E,R448,110,,NO,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0060MCACZ,ZS45K4E,R404,90,,68420,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0060MCACZ,ZS45K4E,R404,100,,62860,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0060MCACZ,ZS45K4E,R404,110,,57200,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0060MCACZ,ZS45K4E,R407C,90,,66930,105,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0060MCACZ,ZS45K4E,R407C,100,,63250,115,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
BCH0060MCACZ,ZS45K4E,R407C,110,,NO,125,230,,,,,Unit comes with adjsutable low pressure control and head pressure control valve (for low ambient operation)
M7JH-0018-IAA-078,ARE25C4E,R134,90,,2450,124,115,"Low Pressure Control (e.g., P70AB-2C)","Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,
M7JH-0018-IAA-078,ARE25C4E,R134,100,,2260,133,115,"Low Pressure Control (e.g., P70AB-2C)","Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,
M7JH-0018-IAA-078,ARE25C4E,R134,110,,2020,141,115,"Low Pressure Control (e.g., P70AB-2C)","Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,
M7JH-H029-IAA-177,ARE35C5E,R134,90,,3570,119,115,"Low Pressure Control (e.g., P70AB-2C)","Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,
M7JH-H029-IAA-177,ARE35C5E,R134,100,,3350,129,115,"Low Pressure Control (e.g., P70AB-2C)","Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,
M7JH-H029-IAA-177,ARE35C5E,R134,110,,3130,138,115,"Low Pressure Control (e.g., P70AB-2C)","Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,
M7ZH-0031-IAA-177,ARE35C5E,R134,90,,3710,113,115,"Low Pressure Control (e.g., P70AB-2C)","Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,
M7ZH-0031-IAA-177,ARE35C5E,R134,100,,3490,123,115,"Low Pressure Control (e.g., P70AB-2C)","Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,
M7ZH-0031-IAA-177,ARE35C5E,R134,110,,3260,132,115,"Low Pressure Control (e.g., P70AB-2C)","Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,
M7ZH-0041-IAA-177,ARE48C5E,R134,90,,4800,121,115,"Low Pressure Control (e.g., P70AB-2C)","Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,
M7ZH-0041-IAA-177,ARE48C5E,R134,100,,4480,130,115,"Low Pressure Control (e.g., P70AB-2C)","Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,
M7ZH-0041-IAA-177,ARE48C5E,R134,110,,4140,139,115,"Low Pressure Control (e.g., P70AB-2C)","Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,
M7ZH-H046-IAA-272,RRT62C1E,R134,90,,5550,122,115,"Low Pressure Control (e.g., P70AB-2C)","Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,
M7ZH-H046-IAA-272,RRT62C1E,R134,100,,5130,131,115,"Low Pressure Control (e.g., P70AB-2C)","Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,
M7ZH-H046-IAA-272,RRT62C1E,R134,110,,4700,139,115,"Low Pressure Control (e.g., P70AB-2C)","Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,
M7ZH-H055-CAV-177,RRT64C1E,R134,90,,6570,128,230,"Low Pressure Control (e.g., P70AB-2C)","Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,
M7ZH-H055-CAV-177,RRT64C1E,R134,100,,6010,136,230,"Low Pressure Control (e.g., P70AB-2C)","Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,
M7ZH-H055-CAV-177,RRT64C1E,R134,110,,5370,145,230,"Low Pressure Control (e.g., P70AB-2C)","Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,
M7GH-H057-CFA-272,RRT64C1E,R134,90,,6800,118,115,"Low Pressure Control (e.g., P70AB-2C)","Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,
M7GH-H057-CFA-272,RRT64C1E,R134,100,,6280,127,115,"Low Pressure Control (e.g., P70AB-2C)","Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,
M7GH-H057-CFA-272,RRT64C1E,R134,110,,5780,136,115,"Low Pressure Control (e.g., P70AB-2C)","Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,
FPAK-010Z-CFV-072,ZS09KAE,R134,90,,9220,121,230,Unit comes with EUC controller (low pressure control),"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,
FPAK-010Z-CFV-072,ZS09KAE,R134,100,,8650,130,230,Unit comes with EUC controller (low pressure control),"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,
FPAK-010Z-CFV-072,ZS09KAE,R134,110,,8060,139,230,Unit comes with EUC controller (low pressure control),"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,
M7KH-0086-CFV-072,RRT10K1E,R134,90,,9750,128,230,Unit comes with EUC controller (low pressure control),"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,
M7KH-0086-CFV-072,RRT10K1E,R134,100,,8970,136,230,Unit comes with EUC controller (low pressure control),"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,
M7KH-0086-CFV-072,RRT10K1E,R134,110,,8000,142,230,Unit comes with EUC controller (low pressure control),"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,
M7ZH-H067-CFV-272,RRT81C1E,R134,90,,8070,135,230,"Low Pressure Control (e.g., P70AB-2C)","Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,
M7ZH-H067-CFV-272,RRT81C1E,R134,100,,7450,142,230,"Low Pressure Control (e.g., P70AB-2C)","Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,
M7ZH-H067-CFV-272,RRT81C1E,R134,110,,NO,NO,230,"Low Pressure Control (e.g., P70AB-2C)","Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,
